-19.92 0.0
-19.84 0.0
-19.76 0.0
-19.68 0.0
-19.6 0.0
-19.52 0.0
-19.44 0.0
-19.36 0.0
-19.28 0.0
-19.2 0.0
-19.12 0.0
-19.04 0.0
-18.96 0.0
-18.88 0.0
-18.8 0.0
-18.72 0.0
-18.64 0.0
-18.56 0.0
-18.48 0.0
-18.4 0.0
-18.32 0.0
-18.24 0.0
-18.16 0.0
-18.08 0.0
-18.0 0.0
-17.92 0.0
-17.84 0.0
-17.759999999999998 0.0
-17.68 0.0
-17.6 0.0
-17.52 0.0
-17.44 0.0
-17.36 0.0
-17.28 0.0
-17.2 0.0
-17.12 0.0
-17.04 0.0
-16.96 0.0
-16.88 0.0
-16.8 0.0
-16.72 0.0
-16.64 0.0
-16.56 0.0
-16.48 0.0
-16.4 0.0
-16.32 0.0
-16.24 0.0
-16.16 0.0
-16.08 0.0
-16.0 0.0
-15.92 0.0
-15.84 0.0
-15.76 0.0
-15.68 0.0
-15.6 0.0
-15.52 0.0
-15.44 0.0
-15.36 0.0
-15.280000000000001 0.0
-15.2 0.0
-15.120000000000001 0.0
-15.04 0.0
-14.96 0.0
-14.879999999999999 0.0
-14.8 0.0
-14.719999999999999 0.0
-14.64 0.0
-14.559999999999999 0.0
-14.48 0.0
-14.399999999999999 0.0
-14.32 0.0
-14.24 0.0
-14.16 0.0
-14.08 0.0
-14.0 0.0
-13.92 0.0
-13.84 0.0
-13.76 0.0
-13.68 0.0
-13.6 0.0
-13.52 0.0
-13.44 0.0
-13.36 0.0
-13.280000000000001 0.0
-13.2 0.0
-13.120000000000001 0.0
-13.04 0.0
-12.96 0.0
-12.879999999999999 0.0
-12.8 0.0
-12.719999999999999 0.0
-12.64 0.0
-12.559999999999999 0.0
-12.48 0.0
-12.399999999999999 0.0
-12.32 0.0
-12.24 0.0
-12.16 0.0
-12.08 0.0
-12.0 0.0
-11.92 0.0
-11.84 0.0
-11.76 0.0
-11.68 0.0
-11.6 0.0
-11.52 0.0
-11.44 0.0
-11.36 0.0
-11.28 0.0
-11.2 0.0
-11.12 0.0
-11.04 0.0
-10.959999999999999 0.0
-10.879999999999999 0.0
-10.799999999999999 0.0
-10.72 0.0
-10.64 0.0
-10.56 0.0
-10.48 0.0
-10.4 0.0
-10.32 0.0
-10.24 0.0
-10.16 0.0
-10.08 0.0
-10.0 0.0
-9.92 0.0
-9.84 0.0
-9.76 0.0
-9.68 0.0
-9.6 0.0
-9.52 0.0
-9.44 -0.0
-9.36 -0.0
-9.28 -0.0
-9.2 -0.0
-9.12 -0.0
-9.04 -0.0
-8.959999999999999 -0.0
-8.879999999999999 -1.0e-16
-8.799999999999999 -2.0e-16
-8.72 -4.0e-16
-8.64 -8.0e-16
-8.56 -1.5e-15
-8.48 -2.9e-15
-8.4 -5.5e-15
-8.32 -1.05e-14
-8.24 -1.99e-14
-8.16 -3.77e-14
-8.08 -7.08e-14
